,acc.date,type,reg,operator,fat,location,dmg
214,26 Dec 2022,Boeing 737-3Z0,C5-MAB,"Tarco Aviation, lsf Mid Africa Aviation",0,Mogadishu Aden Adde International Airport (MGQ),sub
215,27 Dec 2022,Embraer EMB-505 Phenom 300,N16DF,Skystallion LLC,0,"Hawthorne Airport, CA (HHR)",sub
216,30 Dec 2022,Canadair CL-600S Challenger 600,XB-SGV,private,2,near Venado,w/o
217,31 Dec 2022,Embraer ERJ-175LR (ERJ-170-200 LR),N264NN,"American Eagle, opb Envoy Air",0+1,"Montgomery Regional Airport (MGM/KMGM), Montgomery, AL",min
218,31 Dec 2022,Cessna 208B Grand Caravan,5X-GBR,BAR Aviation,0,Mweya Airport (HUMW),w/o
219,2 Jan 2021,Beechcraft 200 Super King Air,N831WP,"Vagus Group, Inc.",0,"White Plains-Westchester County Airport, NY (HPN)",min
220,2 Jan 2021,Learjet 31A,PP-BBV,Brasil Vida Táxi Aéreo,0,"Diamantina Airport, MG (DTI)",sub
221,9 Jan 2021,Cessna 560 Citation V,N3RB,SX Transport LLC,1,"23 km SE of Pine Grove, OR",w/o
222,9 Jan 2021,Boeing 737-524 (WL),PK-CLC,Sriwijaya Air,62,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK),w/o
223,12 Jan 2021,Harbin Y-12-II,,Kenya Air Force - KAF,4,ca 10 km N of Voi,w/o
224,17 Jan 2021,Boeing 777-31HER,A6-EPN,Emirates,0,Nicosia FIR,non
225,19 Jan 2021,Avro RJ85,G-JOTR,Jota Aviation,0,London-Biggin Hill Airport (BQH),sub
226,19 Jan 2021,Boeing 737-4Q8 (SF),G-JMCY,West Atlantic UK,0,Exeter Airport (EXT/EGTE),sub
227,23 Jan 2021,Canadair CL-600 Challenger 600,N275JP,Global Avionics LLC,0,Los Mochis-Federal Airport (LMM),unk
228,23 Jan 2021,North American Rockwell Sabreliner 60,XB-JMR,Aviacion Ejecutiva del Bajio,0,"Rocky Point, Clarendon",sub
229,24 Jan 2021,Raytheon Beechjet 400A,N476BJ,Martinair Inc.,0,"Binghamton Airport, NY (BGM)",sub
230,26 Jan 2021,Harbin Y-12E,AF-222,Zambian Air Force,0,Mukinge Mission Airstrip,sub
231,28 Jan 2021,Beechcraft B300 King Air 350,N217US,MM-Air LLC,0,"Davenport Airport, IA (DVN)",sub
232,29 Jan 2021,Beechcraft 100 King Air,,private,0,"Crooked Tree, Orange Walk",w/o
233,xx Jan 2021,Antonov An-2,,Korean People's Army Air and Anti-Air Force (KPAAF),5,near Taechon Air Base,w/o
234,1 Feb 2021,Boeing 747-8KZF,JA13KZ,Nippon Cargo Airlines,0,Tokyo-Narita International Airport (NRT/RJAA),sub
235,8 Feb 2021,Airbus A320-271N,N918NK,Spirit Airlines,0,"Fort Lauderdale, Florida",non
236,8 Feb 2021,Embraer EMB-500 Phenom 100,9H-FAM,Luxwing,0,Paris-Le Bourget Airport (LBG),sub
237,9 Feb 2021,Antonov An-12BK,RF-95416,Russian Air Force,0,Iturup Airport (ITU),sub
238,10 Feb 2021,Airbus A320-214 (WL),HZ-FAB,Flyadeal,0,Abha International Airport (OHB),sub
239,13 Feb 2021,Dassault Falcon 900EX EASy,N823RC,Aerospike Iron LLC,0,"San Diego-Montgomery-Gibbs Executive Airport, CA (MYF)",sub
240,14 Feb 2021,de Havilland Canada DHC-6 Twin Otter 300,8Q-RAE,Manta Air,0,Malé-Velana International Airport (MLE),sub
241,15 Feb 2021,de Havilland Canada DHC-6 Twin Otter 300,F-RACA,Armée de l'air et de l'espace,0,Blois-Le-Breuil airfield (LFOQ),sub
242,18 Feb 2021,Learjet 55C,N559RA,Royal Air Freight,0,"Jeffersonville-Clark Regional Airport, IN (JVY)",sub
243,20 Feb 2021,Boeing 737-86N (WL),VT-GHE,Air India Express,0,Vijayawada Airport (VGA),sub
244,20 Feb 2021,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FFVZ,Wings Over Kississing,0,"Kaskattama Airstrip, MB",sub
245,21 Feb 2021,Beechcraft 200 Super King Air,,private,0,"San Andrés, Petén",w/o
246,21 Feb 2021,Learjet 45XR,3912,Fuerza Aérea Mexicana,6,near Xalapa Airport (JAL),w/o
247,21 Feb 2021,Beechcraft B300 King Air 350,NAF201,Nigerian Air Force - NAF,7,NE of Abuja-Nnamdi Azikiwe International Airport (ABV),w/o
248,26 Feb 2021,Antonov An-2T,UP-A0351,Asia Continental Airlines,0,near Boraldai,sub
249,28 Feb 2021,Douglas DC-3C,HK-2006,ALIANSA Colombia,0,Monfort Airport (MFB),sub
250,1 Mar 2021,ATR 72-500 (72-212A),7T-VUK,Air Algérie,0,Ghardaïa-Noumérat Airport (GHA),unk
251,1 Mar 2021,Beechcraft B300 King Air 350i,B-10GD,"Beidahuang General Airlines, opf China Met, Administration",5,"Shanghu, Ji'an County",w/o
252,2 Mar 2021,Let L-410UVP-E,(HK-4274),South Sudan Supreme Airlines,10,Pieri,w/o
253,4 Mar 2021,Fokker 100,EP-CFM,Iran Air,0,Isfahan Airport,non
254,7 Mar 2021,Embraer EMB-120ER Brasilia,N233SW,Berry Aviation,0,"Detroit-Willow Run Airport, MI (YIP)",sub
255,10 Mar 2021,Cessna 208B Grand Caravan,PK-MAD,Mission Aviation Fellowship - MAF,0,Angguruk Airstrip,sub
256,12 Mar 2021,Cessna 208B Grand Caravan,N407GV,Grant Aviation,0,"Chevak Airport, AK (VAK)",sub
257,13 Mar 2021,Antonov An-26,02 white,Kazakhstan Border Guards,4,Almaty Airport (ALA),w/o
258,15 Mar 2021,Boeing 777-223ER,N789AN,American Airlines,0,"Fort Worth, Texas",non
259,16 Mar 2021,Bombardier CRJ-701ER,N706SK,Skywest Airlines,0,"Los Angeles International Airport, CA (LAX/KLAX)",non
260,18 Mar 2021,Airbus A320-232,XA-VAZ,Viva Aerobus,0,Puerto Vallarta-Gustavo D. Ordaz Airport (PVR),sub
261,19 Mar 2021,Antonov An-2T,YV3312,Venezuela Flight Canaima,0,Kapaure,sub
262,20 Mar 2021,Cessna 208B Grand Caravan,5Y-JKN,Aeronav Air Services,2,"3,5 km SW of Marsabit Airport (RBT)",w/o
263,20 Mar 2021,Boeing 737-4Y0,PK-YSF,Trigana Air Service,0,Jakarta-Halim Perdana Kusuma Airport (HLP),sub
264,23 Mar 2021,Saab 340AF,SP-KPU,SprintAir,0,Gdansk-Lech Walesa Airport (GDN),sub
265,25 Mar 2021,Embraer,,Mauritania Airlines International,0,Nouakchott-Oumtounsy International Airport (NKC),non
266,26 Mar 2021,Beechcraft B200 Super King Air,5Y-NJS,West Wind Aviation Ltd.,0,Nairobi,w/o
267,28 Mar 2021,Embraer EMB-145LR,N650AE,"American Eagle , opb Piedmont Airlines",0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",non
268,2 Apr 2021,Boeing 737-8AS (WL),9H-QCJ,Malta Air,0,Malta-Luqa Airport (MLA),min
269,3 Apr 2021,Cessna 208B Grand Caravan,N215MC,Everts Air Cargo,0,"Fairbanks International Airport, AK (FAI/PAFA)",sub
270,8 Apr 2021,Antonov An-2,RA-40...,Unknown,0,Omsk,w/o
271,9 Apr 2021,Boeing C-17A Globemaster III,10-0223,United States Air Force - USAF,0,"Charleston AFB, SC (CHS)",sub
272,14 Apr 2021,Cessna 525A CitationJet CJ2+,JA001T,private,0,"3,7 km W of Osaka/Yao Airport (RJOY)",sub
273,15 Apr 2021,Learjet 35A,N354EF,Med Air Inc,0,"Colorado Springs Airport, CO (COS/KCOS)",sub
274,16 Apr 2021,Beechcraft B99 Airliner,N991AK,Lake Clark Air,0,"Chignik-Lagoon Airport, AK (KCL)",sub
275,18 Apr 2021,Learjet 25B,XB-PIZ,Unknown,0,Toluca-Licenciado Adolfo López Mateos International Airport (TLC),sub
276,20 Apr 2021,Learjet 35A,PR-MLA,Eletric Power Construção,1,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",w/o
277,26 Apr 2021,Cessna 208B Grand Caravan EX,N143CA,Haugland Group Aviation LLC,0,"near Laceyville, PA",sub
278,1 May 2021,Cessna 550 Citation II,N803SC,STB Aviation LLC,0,"Charleston Executive Airport, SC (KJZI)",sub
279,5 May 2021,Gulfstream G150,N22ST,TLD Aviation I LLC,0,"Ridgeland Airport, SC",sub
280,6 May 2021,Beechcraft B200GT King Air 250,VT-MPQ,Government of Madhya Pradesh,0,Gwalior Airport (GWL),sub
281,10 May 2021,ATR 72-600 (72-212A),B-17010,Uni Air,0,Nangang Island-Matsu Nangan Airport (LZN),sub
282,12 May 2021,Boeing 737-8AS (WL),EI-EGA,Ryanair,0,Alicante Airport (ALC/LEAL),non
283,12 May 2021,Swearingen SA226-TC Metro II,N280KL,Key Lime Air,0,"5,9km N of Denver-Centennial Airport, CO (APA)",sub
284,13 May 2021,Cessna 208B Grand Caravan,CC-DBB,Skydive Andes,0,Melipilla-Los Cuatro Diablos Airport (SCME),unk
285,19 May 2021,Hawker 800,XB-R..,private,0,"Sayaxché, Petén",w/o
286,20 May 2021,IAI 1125 Astra,N388WA,private,0,"Parque Laguna del Tigre, San Andrés, Petén",sub
287,21 May 2021,Boeing 737-7H4,N289CT,Southwest Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min
288,21 May 2021,Antonov An-2R,RA-33373,Utair,0,Laytamak Airstrip,sub
289,21 May 2021,Beechcraft B300 King Air 350i,NAF203,Nigerian Air Force - NAF,11,near Kaduna Airport (KAD),w/o
290,28 May 2021,Boeing 767-38E,HL7528,Asiana Airlines,0,"over Yesan , Chungcheongnam-do",non
291,28 May 2021,Boeing 737-823 (WL),N834NN,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub
292,29 May 2021,Cessna 501 Citation I/SP,N66BK,JL&GL Productions LP,7,"near Smyrna Airport, TN (MQY)",w/o
293,30 May 2021,ATR 72-500 (72-212A),SX-THR,Sky Express,0,Alexandroupolis-Demokritos Airport (AXD),sub
294,2 Jun 2021,Beechcraft 1900C,N219VP,Alpine Air Express,0,"Denver International Airport, CO (DEN/KDEN)",sub
295,3 Jun 2021,Cessna 208B Grand Caravan EX,PK-DPT,Dabi Air Nusantara,0,Ilaga Airport (ILA),w/o
296,4 Jun 2021,Honda HA-420 HondaJet,N10XN,GF Aviation LLC,0,"Atlanta-Cobb County-Mc Collum Field, GA (KRYY)",sub
297,5 Jun 2021,Cessna 208B Supervan 900,N103AN,Paraclub Wiener Neustadt,0,Wiener Neustadt West Air Base,sub
298,7 Jun 2021,Boeing 737-8AL (WL),VT-TGE,Vistara,0,W of Kolkata,non
299,10 Jun 2021,Beechcraft 1900D,4610,Tatmadaw Lei (Myanmar Air Force),12,near Pyin Oo Lwin,w/o
300,13 Jun 2021,Boeing 737-8AS (WL),EI-EVE,Ryanair,0,Málaga-Costa del Sol Airport (AGP/LEMG),non
301,14 Jun 2021,ATR 72-600 (72-212A),VT-IYX,IndiGo Airlines,0,Hubli Airport (HBX),sub
302,16 Jun 2021,Let L-410UVP-E,9S-GRJ,Kin Avia,3,near Bukavu-Kavumu Airport (BKY),w/o
303,18 Jun 2021,Boeing 787-8 Dreamliner,G-ZBJB,British Airways,0,London Heathrow Airport (LHR),sub
304,19 Jun 2021,Let L-410UVP-E,RF-94603,DOSAAF,5,near Tanay Airfield,w/o
305,21 Jun 2021,Rockwell Sabreliner 65,XB-OXV,private,0,within Jesús María Semprún,w/o
306,23 Jun 2021,Gulfstream G280,M-ISTY,INEOS Aviation,0,Genève-Cointrin Airport (GVA/LSGG),sub
307,23 Jun 2021,Lockheed L-100-30 Hercules,,Ethiopian Air Force,,near Gijet,w/o
308,24 Jun 2021,Antonov An-2R,RA-01430,private,0,"3,5 km W of Zaboyskiy, Slavyansky district",sub
309,25 Jun 2021,Airbus A321-231,N926UW,American Airlines,0,"New Orleans, Louisiana",non
310,25 Jun 2021,Shorts 360-300,N970AA,Air Cargo Carriers,0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
311,25 Jun 2021,Cessna 208B Supervan 900,PH-FST,Skydive Teuge,0,2 km W of Teuge Airport,sub
312,29 Jun 2021,Airbus A350-941,F-HTYH,Air France,0,Paris-Charles de Gaulle Airport (CDG/LFPG),non
313,1 Jul 2021,Convair CV-580 Airtanker,C-FKFL,Conair,0,"Penticton Airport, BC (YYF)",sub
314,1 Jul 2021,Convair CV-580 Airtanker,C-FHKF,Conair,0,"Penticton Airport, BC (YYF)",min
315,2 Jul 2021,Boeing 737-275C Adv.,N810TA,Transair (Cargo),0,"9 km WSW off Honolulu-Daniel K. Inouye International Airport, HI (HNL)",w/o
316,2 Jul 2021,Cessna 750 Citation X,SX-ECI,Hellenic CAA,0,Paphos International Airport (PFO/LCPH),sub
317,4 Jul 2021,Airbus A321-231,N156AN,American Airlines,0,"Miami, Florida",non
318,4 Jul 2021,Antonov An-2R,UP-A0135,ELISA,0,"12 km from Karaultobe, Kyzylorda",sub
319,4 Jul 2021,Lockheed C-130H Hercules,5125,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),50+3,"Patikul, Sulu",w/o
320,5 Jul 2021,IAI 1124A Westwind II,N790JR,Transenergie Inc,2,near Treasure Cay Airport (TCB),w/o
321,6 Jul 2021,ATR 42-320,C-GLDE,Transwest Air,0,"120 nm from Saskatoon, SK",non
322,6 Jul 2021,Antonov An-26B-100,RA-26085,Kamchatka Aviation Enterprise,28,"3,8 km NW of Palana Airport",w/o
323,7 Jul 2021,Cessna 208B Grand Caravan,,Ryan Air,0,"near Aniak Airport, AK (ANI)",non
324,8 Jul 2021,Douglas DC-3C,HK-2820,ALIANSA Colombia,3,"13,5 km N of Villavicencio-La Vanguardia Airport (VVC)",w/o
325,11 Jul 2021,Airbus A320-214,D-AICP,Condor Flugdienst,0,Kavala-Megas Alexandros Airport (KVA),sub
326,11 Jul 2021,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FLLL,Northwestern Air,0,"31,5 km ENE of Fort Smith, NT",sub
327,11 Jul 2021,Cessna 208 Caravan I,C-GUAY,Air Tunilik,0,"Rex North Mining Camp, QC",sub
328,14 Jul 2021,Cessna 208B Grand Caravan EX,8R-ABK,Jags Aviation,0,Eteringbang Airport (SYET),sub
329,15 Jul 2021,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GUTW,Harbour Air,0,"Ganges Harbor Airport, BC (YGG)",sub
330,15 Jul 2021,Cessna 208 Caravan I,C-GIGO,Seair Seaplanes,0,"Ganges Harbor Airport, BC (YGG)",sub
331,16 Jul 2021,Antonov An-28,RA-28728,SiLA - Siberian Light Aviation,0,52 km SE of Kedrovo,sub
332,17 Jul 2021,Cessna 208B Supervan 900,G-OJMP,GoSkydive,0,Old Sarum Airfield,sub
333,18 Jul 2021,ATR 72-500 (72-212A),EC-MSN,"Air Europa Express, opb Aeronova",0,Madrid-Barajas Adolfo Suárez Airport (MAD),sub
334,20 Jul 2021,British Aerospace BAe-125-700A,N611MC,private,0,"Jesús María Semprún, Zulia",w/o
335,21 Jul 2021,Cessna 560XL Citation Excel,N46CF,PV Transport Inc,0,"Reading Regional Airport/Spaatz Field, PA (RDG)",sub
336,21 Jul 2021,de Havilland Canada DHC-8-106,5Y-GRS,Skyward Express,0,Burahache Airstrip,sub
337,22 Jul 2021,Airbus A321-211,N376DN,Delta Air Lines,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)",non
338,25 Jul 2021,Boeing 737-8JP (WL),SE-RPE,Norwegian Air Sweden,0,near Nice Airport,non
339,26 Jul 2021,Bombardier CL-600-2B16 Challenger 605,N605TR,Aeolus Air Charter,6,"Truckee Airport, CA (TKF)",w/o
340,26 Jul 2021,Cessna 208 Supervan 900,D-FLEC,Skydive Binz,1,S off Norderney Airfield (NRD),w/o
341,27 Jul 2021,Cessna 208B Grand Caravan,ET-AMI,"Abyssinian Flight Services, opf UNWorld Food Programme",0,near Kombolcha,w/o
342,31 Jul 2021,Boeing 737-8AS (WL),EI-EPC,Ryanair,0,near Barcelona-El Prat Josep Tarradellas Airport (BCN/LEBL),non
343,3 Aug 2021,Airbus A300B4-622R (F),D-AEAE,European Air Transport,0,Lagos-Murtala Muhammed International Airport (LOS),sub
344,9 Aug 2021,Gulfstream American G-1159A Gulfstream III,XB-OZA,private,0,within Jesús María Semprún,w/o
345,11 Aug 2021,McDonnell Douglas MD-11F,N296UP,United Parcel Service - UPS,0,"Phoenix-Sky Harbor International Airport, AZ (PHX)",sub
346,12 Aug 2021,Shijiazhuang Y-5B(D),B-8440,Northeast General Aviation Co.,0,"Nengbei Farm, Heilongjiang Province",w/o
347,14 Aug 2021,Britten-Norman BN-2A-III-2 Trislander,8R-GRE,Roraima Airways,0,7 nm S of Georgetown International Airport (OGL),min
348,14 Aug 2021,Bombardier DHC-8-402Q Dash 8,9S-AAN,Congo Airways,0,Lubumbashi International Airport (FBM/FZQA),min
349,14 Aug 2021,Beriev Be-200ChS,RF-88450,Russian Navy,8,near Kahramanmaras,w/o
350,16 Aug 2021,Cessna 208B Grand Caravan,N97HA,Wright Air Service,0,"near Fairbanks, AK",sub
351,17 Aug 2021,Ilyushin Il-112V,41400,United Aircraft Corporation,3,near Kubinka AFB,w/o
352,21 Aug 2021,Airbus A319-132,N806AW,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
353,21 Aug 2021,de Havilland Canada DHC-3T Turbine Otter,N560TR,Brooks Range Aviation,0,"near Bethel, AK",sub
354,21 Aug 2021,Gulfstream G-IV,N277GM,SN 1124 LLC,0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
355,23 Aug 2021,Boeing 737-990ER,N479AS,Alaska Airlines,0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",non
356,24 Aug 2021,Cirrus SF50 Vision Jet,N1GG,N1GG LLC,0,"Lansing-Capital Region International Airport, MI (LAN)",w/o
357,25 Aug 2021,Beechcraft 1900D,C-GDSG,SkyJet,0,"Chevery Airport, QC (YHR/CYHR)",sub
358,26 Aug 2021,Embraer EMB-505 Phenom 300,N413N,Nicholas Services LLC,0,"Elk River, NC (NC06)",sub
359,27 Aug 2021,Bombardier CRJ-900LR,C-FOJZ,Air Canada,0,"Vancouver International Airport, BC (YVR/CYVR)",min
360,1 Sep 2021,Boeing 767-332ER (WL),N196DN,Delta Air Lines,0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",non
361,2 Sep 2021,Cessna 560XLS+ Citation XLS+,N560AR,Brook Haven Properties LLC,4,"0,4 km N of Plainville-Robertson Airport, CT",w/o
362,3 Sep 2021,Raytheon 390 Premier I,N351CW,PB Air LLC,0,"Naples Airport, FL (APF)",sub
363,4 Sep 2021,ATR 72-600 (72-212A),VT-IYM,IndiGo Airlines,0,en route Tiruchirappalli-Bengaluru,non
364,4 Sep 2021,Cessna 560XL Citation Excel,N827JS,Fly Exclusive,0,"near Salt Lake City International Airport, UT (SLC)",sub
365,12 Sep 2021,British Aerospace BAe-125,,private,0,Río Catatumbo,w/o
366,12 Sep 2021,Let L-410UVP-E20,RA-67042,"Aeroservice, opf SiLA - Siberian Light Aviation",4,3 km N of Kazachinskoye Airport,w/o
367,14 Sep 2021,Raytheon Beechjet 400A,N100FN,Meander Air II LLC,0,"between Youngstown, OH and Charleston, SC",sub
368,14 Sep 2021,Beechcraft B200GT King Air 250,PS-CSM,CSM Agropecuária,7,"1,5 km N of Piracicaba Airport, SP (QHB)",w/o
369,15 Sep 2021,Airbus A320-214,OE-LBY,Austrian Airlines,0,Berlin Brandenburg-Willy Brandt Airport (BER),sub
370,15 Sep 2021,de Havilland Canada DHC-6 Twin Otter 300,PK-OTW,Rimbun Air,3,"3,4 km from Bilogai/Sugapa Airport (ZGP)",w/o
371,17 Sep 2021,Canadair CRJ-200LR,N444ZW,"United Express, opb Air Wisconsin",0,"Asheville Regional Airport, NC (AVL)",sub
372,20 Sep 2021,Learjet 35A,ZS-SFV,Impuma Group,0,Lanseria International Airport (HLA),sub
373,22 Sep 2021,Antonov An-26KPA,RA-26673,LPS Flight Checks & Systems,6,40 km SW of Khabarovsk,w/o
374,23 Sep 2021,Airbus A321-271N,N208HA,Hawaiian Airlines,0,"Honolulu-Daniel K. Inouye International Airport, HI (HNL)",sub
375,25 Sep 2021,Cessna 208B Supervan 900,OO-FFB,Paracentrum Vlaanderen,0,Moorsele Airfield (EBMO),sub
376,27 Sep 2021,Saab 340B,UR-ALG,"STP Airways, lsf AeroJet",0,São Tomé Island Airport (TMS/FPST),sub
377,27 Sep 2021,Boeing 757-224 (WL),N12125,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)",sub
378,28 Sep 2021,IAI 1124A Westwind II,PR-BVB,Brasil Vida Táxi Aéreo,0,"Goiânia-Santa Genoveva Airport, GO (GYN)",sub
379,29 Sep 2021,Britten-Norman BN-2B-26 Islander,J8-VBI,SVG Air,0,Montserrat-John A. Osborne Airport (MNI),sub
380,1 Oct 2021,Embraer ERJ-175LR,N730YX,"United Express, opb Republic Airlines",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
381,1 Oct 2021,Embraer ERJ-175LR,N142SY,"United Express, opb SkyWest Airlines",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min
382,5 Oct 2021,Dassault Falcon 20C,N283SA,Sierra West Airlines,2,"1,3 km W of Thomson-McDuffie County Airport, GA",w/o
383,8 Oct 2021,Boeing 737-8H4 (WL),N8642E,Southwest Airlines,0,"Lexington, Virginia",non
384,8 Oct 2021,Learjet 35A,unreg.,private,0,"near Little Belize, Corozal",w/o
385,10 Oct 2021,Let L-410UVP-E3,RF-94591,DOSAAF,16,"1,7 km E of Menzelinsk Airport",w/o
386,13 Oct 2021,Bombardier BD-700-1A10 Global 6000,9H-VJM,VistaJet,0,Johannesburg-O.R. Tambo International Airport (JNB),sub
387,14 Oct 2021,Antonov An-2T,N857PF,private,0,"near Wilton-Alta Mesa Airpark, CA",w/o
388,15 Oct 2021,Cessna 208B Grand Caravan,8R-GFA,Air Services Limited - ASL,0+1,Kamarang Airport (KAR/SYKM),non
389,18 Oct 2021,Beechcraft 200 Super King Air,N996LM,Lowcountry Aviation Co Brokerage LLC,0,"Mount Pleasant Regional-Faison field, SC (KLRO)",sub
390,19 Oct 2021,Antonov An-2R,RA-33350,AeroUral,0,"near Alapayevsk, Sverdlovsk region",sub
391,19 Oct 2021,Rockwell Sabreliner 60,XB-ETV,private,0,Jacmel Airport (JAK),sub
392,19 Oct 2021,McDonnell Douglas MD-87,N987AK,987 Investments LLC,0,"Houston Executive Airport, TX (KTME)",w/o
393,22 Oct 2021,Embraer EMB-500 Phenom 100,N925DR,Scout About LLC,0,"Orlando International Airport, FL (MCO)",sub
394,22 Oct 2021,Cessna 208B Supervan 900,N754KP,Alaska Seaplanes,0,"Juneau International Airport, AK (JNU)",sub
395,23 Oct 2021,Embraer ERJ-175LR,N252NN,"Envoy Air, opf American Eagle",0,"Miami International Airport, FL (MIA/KMIA)",non
396,25 Oct 2021,Cessna 208 Caravan I,PK-SNN,Smart Cakrawala Aviation,1,Ilaga Airport (ILA),w/o
397,29 Oct 2021,Cessna 208B Grand Caravan,PK-RVH,Reven Global Transpor,0,Dagi Baru Airstrip,w/o
398,30 Oct 2021,Beechcraft 200 King Air,C-GEHS,"PAL Airlines, opf EHS LifeFlight Services",0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",sub
399,1 Nov 2021,de Havilland Canada DHC-6 Twin Otter 300,C-GNPS,Air Tindi,0,"12,4 km NW of Fort Providence, NT",sub
400,2 Nov 2021,Antonov An-26,TR-NGT,"Optimum Aviation, opf Euro Airlines",5,"2,5 km N of Juba Airport (JUB)",w/o
401,3 Nov 2021,Beechcraft Super King Air,,private,0,western Venezuela,w/o
402,3 Nov 2021,Antonov An-12BK,EW-518TI,Grodno Aircompany,9,3 km SE of Irkutsk Airport (IKT),w/o
403,3 Nov 2021,Transall C-160NG,EY-360,Safe Air Company (SAC),0,Dolow Airport,w/o
404,5 Nov 2021,Gulfstream ?,,private,0,western Venezuela,w/o
405,5 Nov 2021,Gulfstream Aerospace G-1159A Gulfstream III,N42FL,private,0,"near Victoria 3, Retalhuleu",w/o
406,6 Nov 2021,Antonov An-2R,YR-PMW,Asociatia Club Sportiv Skydiving Center,0,Letca Noua Airfield,sub
407,13 Nov 2021,Britten-Norman BN-2A-6 Islander,N866JA,Island Airways,4,"0,1 km S of Beaver Island-Welke Airport, MI",w/o
408,14 Nov 2021,IAI 1125 Astra SP,N771DX,EMD Astra Holdings LLC,0,"Las Vegas-North Air Terminal, NV (VGT)",sub
409,21 Nov 2021,Bombardier BD-100-1A10 Challenger 350,N743QS,NetJets,0,50 km N of Turks and Caicos Islands,non
410,25 Nov 2021,Airbus A320-251N,PR-YRH,Azul Linhas Aéreas Brasileiras,0,"Cuiabá-Marechal Rondon International Airport, MT (CGB/SBCY)",non
411,28 Nov 2021,Beechcraft 200 Super King Air,N71VT,Western Wings Corp,0,"Eugene Airport, OR (EUG)",sub
412,29 Nov 2021,Boeing 747-4B5F,N705CK,Kalitta Air,0,"between Santiago and Miami, FL",sub
413,1 Dec 2021,Cessna 510 Citation Mustang,N81CB,private,0,"Lake Havasu City Airport, AZ (KHII)",sub
414,1 Dec 2021,Cessna 208 Caravan I,N9602F,Lake & Peninsula Airlines,0,"W of Port Alsworth Airport, AK (PTA)",sub
415,5 Dec 2021,Airbus A350-941,F-HNET,Air Caraïbes Atlantique,0,near Cayenne,non
416,5 Dec 2021,Cessna 560XL Citation Excel,G-IPAX,Air Charter Scotland Ltd.,0,Kemi/Tornio Airport (KEM),sub
417,10 Dec 2021,Swearingen SA-226AT Merlin IV,N54GP,Castle Aviation,1,"0,6 km SW of Manchester-Boston Regional Airport, NH (MHT/KMHT)",w/o
418,11 Dec 2021,Boeing 737-8AS (WL),EI-EMM,Ryanair,0,Dublin Airport (DUB/EIDW),non
419,12 Dec 2021,Airbus A320-251N,N307FR,Frontier Airlines,0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
420,14 Dec 2021,Embraer EMB-500 Phenom 100,PR-TDV,Dimed SA Distribuidora da Medicamentos,0,"Santa Rosa Airport, RS (SRA)",sub
421,15 Dec 2021,Gulfstream G-IVSP,HI1050,Helidosa Aviation Group,9,Santo Domingo-Las Américas International Airport (SDQ),w/o
422,17 Dec 2021,Beechcraft B200 Super King Air,C-FSKO,Keewatin Air,0,"Sanikiluaq Airport, NU (YSK)",sub
423,20 Dec 2021,Cessna 525 CitationJet,N287CB,Cottingham & Butler Insurance Services,0,"Dubuque, IA",sub
424,21 Dec 2021,Airbus A321-271NX,N2084J,JetBlue Airways,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",non
425,21 Dec 2021,Learjet 35A,XA-VDK,private,0,Cancún Airport (CUN/MMUN),w/o
426,21 Dec 2021,Cessna 208B Super Cargomaster,N1116N,Martinaire,1+1,"Fulshear, TX",w/o
427,23 Dec 2021,Shorts 360-300,9S-GPS,Malu Aviation,5,"14,8 km NW of Shabunda",w/o
428,25 Dec 2021,Airbus A330-343,C-GFAF,Air Canada,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub
429,27 Dec 2021,Learjet 35A,N880Z,Aeromedevac Air Ambulance,4,"El Cajon, San Diego",w/o
